,restaurant,online_order,book_table,rating,votes,cuisines,average_cost,restaurant_type,locality
23552,Shanghai Times,No,No,3.2,23,"Chinese, Asian",450.0,Dine-out,JP Nagar
23553,Cane Recipes,No,No,3.5,14,Juices,100.0,Dine-out,JP Nagar
23554,Kanhaiyas,No,No,3.6,10,South Indian,150.0,Dine-out,JP Nagar
23555,Hotel Aradhana,Yes,No,3.7,51,North Indian,300.0,Dine-out,JP Nagar
23556,Chaat Chatore,No,No,3.1,5,Fast Food,300.0,Dine-out,JP Nagar
23560,Naga's,No,No,2.7,17,"Hyderabadi, Andhra, North Indian",500.0,Dine-out,JP Nagar
23561,Suchi Ruchi Veg & Non Veg Resturant,No,No,3.2,4,"South Indian, North Indian",400.0,Dine-out,JP Nagar
23562,Hotel Lakshmi Paradise,No,No,3.3,7,"North Indian, Mughlai",400.0,Dine-out,JP Nagar
23564,Shiv Sagar,No,No,3.6,10,"South Indian, Beverages",400.0,Dine-out,JP Nagar
23574,Paratha Junction,Yes,No,2.4,158,"North Indian, Chinese",300.0,Dine-out,JP Nagar
23575,Angel Restaurant,Yes,No,2.8,165,"Kerala, South Indian, North Indian",450.0,Dine-out,JP Nagar
23576,Bhukkad,No,No,3.1,7,"Healthy Food, Fast Food",250.0,Dine-out,JP Nagar
23577,Laa Raiba Restaurant,No,No,3.3,7,"Kerala, Chinese, South Indian",300.0,Dine-out,JP Nagar
23579,Red Chilli Restaurant,Yes,No,3.2,94,"North Indian, Chinese",350.0,Dine-out,JP Nagar
23580,Hotel Khaaja,Yes,No,3.1,70,"Biryani, Fast Food",250.0,Dine-out,JP Nagar
23581,Juicy Momos,Yes,No,3.1,21,"Tibetan, Momos",250.0,Dine-out,JP Nagar
23582,Nellore Bhojanam,Yes,No,3.1,178,Andhra,250.0,Dine-out,JP Nagar
23587,AB's - Absolute Barbecues,No,Yes,4.9,6404,"European, Mediterranean, North Indian, BBQ",1600.0,Dine-out,JP Nagar
23588,Shivaji Military Hotel,No,No,4.3,2486,"South Indian, Biryani",450.0,Dine-out,JP Nagar
23589,Sea Lions BBQ & Grills,No,Yes,4.6,538,"North Indian, Chinese, Mughlai, Mexican, BBQ",1100.0,Dine-out,JP Nagar
23590,Go Native,Yes,Yes,4.3,1265,"Healthy Food, Cafe, Beverages",800.0,Dine-out,JP Nagar
23591,Cable Car,Yes,Yes,4.3,1247,"North Indian, Italian",1000.0,Dine-out,JP Nagar
23592,"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1154,"North Indian, Mediterranean, European, BBQ",1100.0,Dine-out,JP Nagar
23593,Once Upon a Rooftop,No,Yes,4.3,1246,"Pizza, Italian, Chinese, Thai",1000.0,Dine-out,JP Nagar
23594,Thyme & Whisk,Yes,No,3.9,74,"Asian, Chinese, Continental, Italian",800.0,Dine-out,JP Nagar
23596,Protein Grillhouse,Yes,Yes,4.2,177,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800.0,Dine-out,JP Nagar
23597,Alchemy Coffee Roasters,No,No,4.2,713,Cafe,500.0,Dine-out,JP Nagar
23598,Shanmukha,Yes,No,4.4,1972,"Biryani, Andhra, North Indian, Chinese",800.0,Dine-out,JP Nagar
23599,Al-Bek,Yes,No,3.9,684,"North Indian, Mughlai, Chinese, Seafood",650.0,Dine-out,JP Nagar
23600,Eshanya,Yes,Yes,4.1,1080,"North Indian, Chinese",1000.0,Dine-out,JP Nagar
23601,Mainland China,Yes,Yes,4.3,885,"Chinese, Momos",1700.0,Dine-out,JP Nagar
23602,Zatar House,Yes,No,4.0,32,"South Indian, North Indian, Chinese",400.0,Dine-out,JP Nagar
23603,Karma Kaapi,Yes,No,4.4,181,"Beverages, Tea",250.0,Dine-out,JP Nagar
23604,Patio 805,Yes,Yes,4.1,367,"Thai, Vietnamese, Asian, Chinese",1200.0,Dine-out,JP Nagar
23605,Narmadha's Hyderabad Biriyani,No,No,3.9,205,"Biryani, North Indian, Andhra",550.0,Dine-out,JP Nagar
23606,La Casa,No,Yes,3.7,570,"Continental, Italian, Chinese, North Indian",800.0,Dine-out,JP Nagar
23607,SlimSins Cafe,No,No,4.1,710,"Cafe, Healthy Food",850.0,Dine-out,JP Nagar
23608,Desi Rasoi,Yes,Yes,3.8,362,"Biryani, North Indian, Chinese, Rajasthani",600.0,Dine-out,JP Nagar
23609,Bathinda Junction,Yes,No,3.8,367,North Indian,600.0,Dine-out,JP Nagar
23610,The Krishna Grand Xpress,Yes,No,4.0,137,"South Indian, Fast Food",350.0,Dine-out,JP Nagar
23611,New Kabab Plaza,Yes,No,3.7,136,"North Indian, Chinese",500.0,Dine-out,JP Nagar
23612,Fabcafe,No,Yes,3.5,11,"Cafe, Healthy Food",800.0,Dine-out,JP Nagar
23613,Ruh's Cafe,Yes,No,4.1,464,"Cafe, American, Italian, Continental, Chinese",500.0,Dine-out,JP Nagar
23614,Ivy,Yes,No,3.8,210,"North Indian, Chinese, Fast Food",600.0,Dine-out,JP Nagar
23615,Euki,Yes,Yes,4.1,553,"Italian, Mexican",900.0,Dine-out,JP Nagar
23616,Hiyar Majhe Kolkata,Yes,No,3.9,247,"Bengali, North Indian",400.0,Dine-out,JP Nagar
23617,Kabab Magic,Yes,No,4.0,958,"North Indian, Kebab, Fast Food",500.0,Dine-out,JP Nagar
23618,Sri Udupi Food Hub,Yes,Yes,4.1,176,"South Indian, North Indian, Chinese, Beverages",500.0,Dine-out,JP Nagar
23619,The Airos,Yes,No,4.1,130,"Cafe, Italian, Pizza",650.0,Dine-out,JP Nagar
23620,Curry Leaves,Yes,No,3.8,232,"Andhra, North Indian, Chinese",600.0,Dine-out,JP Nagar
23621,Birinz,Yes,No,4.1,295,"Biryani, Chinese, Mughlai, Fast Food, Kebab",700.0,Dine-out,JP Nagar
23622,Bathinda Tandoor,Yes,No,3.7,40,North Indian,300.0,Dine-out,JP Nagar
23623,Restro Cafe,Yes,No,3.8,30,Cafe,400.0,Dine-out,JP Nagar
23624,Swad Restaurant,Yes,No,3.7,115,"Chinese, North Indian",550.0,Dine-out,JP Nagar
23625,Uttar Karnataka Meals Restaurant,No,No,3.7,26,South Indian,200.0,Dine-out,JP Nagar
23626,Rajanna Military Hotel,Yes,No,4.1,166,"Biryani, Fast Food",400.0,Dine-out,JP Nagar
23627,The Lounge - Eden Park Restaurants,No,Yes,3.8,151,"North Indian, Afghan",1350.0,Dine-out,JP Nagar
23628,The Yellow Chilli,Yes,Yes,3.8,584,"North Indian, Mughlai, Biryani",1200.0,Dine-out,JP Nagar
23629,Recipe,Yes,No,4.0,808,"North Indian, Chinese, Biryani",500.0,Dine-out,JP Nagar
23630,Litti Twist,Yes,No,4.2,465,"North Indian, Bihari",300.0,Dine-out,JP Nagar
23631,RBP Greens Garden,Yes,No,2.7,48,"North Indian, Chinese",700.0,Dine-out,JP Nagar
23632,The Shawarma Shop,Yes,No,4.1,381,Arabian,250.0,Dine-out,JP Nagar
23633,Bombay Talkies,Yes,No,3.7,21,"Maharashtrian, Fast Food, Street Food, Sandwich",200.0,Dine-out,JP Nagar
23634,Navami,Yes,No,3.5,80,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",750.0,Dine-out,JP Nagar
23635,Cross Road Cafe,Yes,No,3.9,91,"Cafe, Fast Food, Chinese",300.0,Dine-out,JP Nagar
23636,Tummy Fuel,Yes,No,4.2,450,"Cafe, Beverages, Fast Food",400.0,Dine-out,JP Nagar
23637,Willys Top Cafe,Yes,No,4.0,310,"Cafe, Continental, Asian",750.0,Dine-out,JP Nagar
23638,LIT Gastro Pub,Yes,Yes,3.7,205,"Chinese, Continental, Burger, Pizza",1000.0,Dine-out,JP Nagar
23639,YummRajj,Yes,No,3.3,42,Fast Food,500.0,Dine-out,JP Nagar
23640,Mysuru Coffee Thindi,Yes,No,4.1,303,"South Indian, Coffee",200.0,Dine-out,JP Nagar
23641,Brahmin Tiffins & Coffee,No,No,4.2,424,South Indian,100.0,Dine-out,JP Nagar
23643,Srikrishna Bhavan,Yes,No,3.8,42,"South Indian, North Indian, Chinese",300.0,Dine-out,JP Nagar
23644,Ishta Cafe,Yes,No,3.9,42,"Pizza, South Indian, Healthy Food",500.0,Dine-out,JP Nagar
23645,New Imperial Restaurant,No,No,3.7,39,"North Indian, Chinese",450.0,Dine-out,JP Nagar
23646,La Grande Cafe,No,No,3.8,46,Cafe,400.0,Dine-out,JP Nagar
23647,Appana Restaurant,Yes,No,3.5,12,North Indian,300.0,Dine-out,JP Nagar
23648,Biriyani Mane,Yes,No,3.7,158,"Biryani, Chinese, North Indian",700.0,Dine-out,JP Nagar
23649,Wat-a-Burger!,Yes,No,4.0,108,"Burger, Sandwich, Beverages",500.0,Dine-out,JP Nagar
23650,Tanna's Kitchen,Yes,No,3.1,7,"Italian, Chinese, Street Food",250.0,Dine-out,JP Nagar
23651,Hari Super Sandwich,No,No,4.1,163,"Fast Food, Street Food",200.0,Dine-out,JP Nagar
23652,Rajvardhan Foods,Yes,No,3.9,315,"Street Food, Maharashtrian",300.0,Dine-out,JP Nagar
23653,Kalpavriksha Upahara,Yes,No,3.9,126,"South Indian, North Indian, Chinese",400.0,Dine-out,JP Nagar
23655,Shri Ram Sweet Centre,No,No,4.0,160,"Street Food, Mithai",150.0,Dine-out,JP Nagar
23656,Tarbouche,Yes,No,3.8,12,"Turkish, Rolls",300.0,Dine-out,JP Nagar
23657,Pure & Natural,Yes,No,3.9,212,"Healthy Food, Beverages, Fast Food",500.0,Dine-out,JP Nagar
23658,North Rasoe,Yes,No,3.1,6,"North Indian, Chinese",300.0,Dine-out,JP Nagar
23659,Apna Punjab,Yes,No,3.7,476,"North Indian, Chinese, Fast Food",450.0,Dine-out,JP Nagar
23660,The Trundle,Yes,No,3.7,133,"Chinese, Thai, Continental, North Indian",700.0,Dine-out,JP Nagar
23661,Kababish Restaurant,Yes,No,3.6,15,"North Indian, Chinese, Arabian",700.0,Dine-out,JP Nagar
23662,Roti Wala,Yes,No,4.0,199,North Indian,300.0,Dine-out,JP Nagar
23663,Paratha Merchant,Yes,No,3.1,39,North Indian,300.0,Dine-out,JP Nagar
23665,Nanna Munna Paratha House,Yes,No,4.0,109,North Indian,300.0,Dine-out,JP Nagar
23666,Krishna Vaibhava,Yes,No,3.5,40,"North Indian, South Indian",350.0,Dine-out,JP Nagar
23668,Zam Zam Darbar,No,No,2.9,84,"North Indian, Biryani, Chinese",500.0,Dine-out,JP Nagar
23669,Bawarchi Inn,Yes,No,3.1,140,"North Indian, Biryani, Andhra, Chinese",600.0,Dine-out,JP Nagar
23670,RB Food Point,Yes,No,3.7,34,"North Indian, Chinese",300.0,Dine-out,JP Nagar
23671,Daniyal's,Yes,No,3.1,42,"North Indian, Biryani, Mughlai, Kebab",800.0,Dine-out,JP Nagar
23672,Swad Punjab Da,Yes,No,3.7,41,North Indian,150.0,Dine-out,JP Nagar
23673,MDP Coffee House,No,No,3.8,37,South Indian,200.0,Dine-out,JP Nagar
23674,Sri Krishna Sagar,Yes,No,3.4,19,"South Indian, North Indian, Chinese",400.0,Dine-out,JP Nagar
23675,New Udupi Upahar,Yes,No,3.5,23,"South Indian, North Indian",300.0,Dine-out,JP Nagar
23676,Amaravathi Bar & Restaurant,No,No,3.7,43,"North Indian, Chinese, Seafood",400.0,Dine-out,JP Nagar
23677,Modern Restaurant,Yes,No,3.1,18,"North Indian, Chinese",450.0,Dine-out,JP Nagar
23678,Tangra Indo - Chinese Cuisine,Yes,No,3.6,29,"Chinese, Thai",400.0,Dine-out,JP Nagar
23679,Bakers77,Yes,No,4.0,37,"Bakery, Fast Food",400.0,Dine-out,JP Nagar
23680,Magis Parattha Roll,Yes,No,3.8,184,"Fast Food, North Indian, Chinese, Mughlai, Rolls",400.0,Dine-out,JP Nagar
23681,New South Corner,Yes,No,3.7,20,"South Indian, North Indian, Chinese",300.0,Dine-out,JP Nagar
23682,Chetty's Corner,Yes,No,3.6,21,"Fast Food, Burger",150.0,Dine-out,JP Nagar
23683,Nandhi Andhra Style Family Restaurant,Yes,No,3.4,13,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab",400.0,Dine-out,JP Nagar
23684,Late Night,Yes,No,3.7,288,"North Indian, Chinese",500.0,Dine-out,JP Nagar
23685,Sri Nandi Grand,Yes,No,3.5,10,"North Indian, South Indian",300.0,Dine-out,JP Nagar
23686,Dilish Kitchens,No,No,3.7,30,"North Indian, Chinese",500.0,Dine-out,JP Nagar
23687,36th Cross Coffee Mane,No,No,3.7,29,"North Indian, Chinese",500.0,Dine-out,JP Nagar
23688,Kataria's Pakwan,Yes,No,3.3,97,North Indian,400.0,Dine-out,JP Nagar
23689,Shagun Sweets & Foods,Yes,No,3.5,221,"Mithai, North Indian, Street Food, Chinese",400.0,Dine-out,JP Nagar
23690,Vindu Andhra Ruchulu,Yes,No,3.8,282,"Biryani, North Indian, Andhra",800.0,Dine-out,JP Nagar
23691,Stop N Joy,No,No,3.8,70,"Fast Food, Juices",200.0,Dine-out,JP Nagar
23693,Nammura Donne Biriyani,Yes,No,3.4,51,"Mughlai, Biryani",400.0,Dine-out,JP Nagar
23694,Sri Sai 99 Variety Dosa,Yes,No,3.6,38,South Indian,300.0,Dine-out,JP Nagar
23695,Anand Donne Biriyani,Yes,No,3.7,46,Biryani,200.0,Dine-out,JP Nagar
23696,The Bong Palate,Yes,No,3.8,61,"Bengali, North Indian, Chinese",300.0,Dine-out,JP Nagar
23697,Raghavendra Upahara,No,No,3.7,20,South Indian,200.0,Dine-out,JP Nagar
23698,Khan Saheb Grills and Rolls,Yes,No,3.9,135,"Fast Food, Rolls",350.0,Dine-out,JP Nagar
23699,Udupi Gokul Cafe,No,No,3.8,58,South Indian,300.0,Dine-out,JP Nagar
23700,Sri Devi Baker's,No,No,3.9,41,"Bakery, Street Food",200.0,Dine-out,JP Nagar
23701,Jayanagar Grill House,Yes,No,3.5,35,"Biryani, Kebab",250.0,Dine-out,JP Nagar
23702,Dev's Gugababa,Yes,No,3.5,177,"Bengali, North Indian, Chinese",500.0,Dine-out,JP Nagar
23703,Baba Ka Dhaba,Yes,No,3.7,195,North Indian,400.0,Dine-out,JP Nagar
23705,Shree Manjunatha Bar and Restaurant,No,No,3.4,9,"North Indian, South Indian, Chinese",550.0,Dine-out,JP Nagar
23706,Ludo Caf,No,No,3.9,144,"Cafe, Chinese, Arabian",550.0,Dine-out,JP Nagar
23707,Moksha,Yes,No,3.6,42,"Chinese, North Indian, Mughlai",500.0,Dine-out,JP Nagar
23708,Flavour of China,Yes,No,3.8,254,Chinese,550.0,Dine-out,JP Nagar
23709,Brewz Coffee,Yes,No,3.0,61,Cafe,650.0,Dine-out,JP Nagar
23710,On The Nose,Yes,No,3.8,614,"Cafe, Italian, Mexican, Chinese",600.0,Dine-out,JP Nagar
23711,Mug N Bean,Yes,No,3.9,247,"Cafe, Continental, Italian, Burger",400.0,Dine-out,JP Nagar
23712,Dwaraka Grand,Yes,No,3.9,128,"South Indian, Chinese, Street Food, Juices",500.0,Dine-out,JP Nagar
23713,The Hot Cafe,No,No,3.2,24,Fast Food,300.0,Dine-out,JP Nagar
23714,Chokha Chowka,Yes,No,3.9,358,"North Indian, Chinese",400.0,Dine-out,JP Nagar
23715,Joey's,No,No,3.7,43,"Chinese, Fast Food",300.0,Dine-out,JP Nagar
23716,Tandoor Garden,Yes,No,3.6,71,"North Indian, Chinese, Kebab",350.0,Dine-out,JP Nagar
23717,Insta Cafe,Yes,No,2.9,7,"Cafe, Continental, Pizza, Italian, Beverages",400.0,Dine-out,JP Nagar
23718,Limra Hotel,Yes,No,3.3,26,"Chinese, North Indian",300.0,Dine-out,JP Nagar
23719,Nandhanu's Rasoi,Yes,No,3.0,177,"Chinese, North Indian",400.0,Dine-out,JP Nagar
23720,Hungry Buddies,No,No,3.4,34,North Indian,150.0,Dine-out,JP Nagar
23721,Jayanagara Donne Biryani,Yes,No,3.6,60,"Biryani, South Indian",400.0,Dine-out,JP Nagar
23722,S Square Family Restaurant & Bar,No,No,3.3,4,"Continental, Chinese",800.0,Dine-out,JP Nagar
23723,Hearts Unlock Cafe,No,No,3.2,11,"Cafe, Healthy Food",500.0,Dine-out,JP Nagar
23724,Blue Berry Restaurant,No,No,2.9,17,"North Indian, Kerala, Chinese",600.0,Dine-out,JP Nagar
23726,Shree Udupi Grand,Yes,No,3.5,19,"South Indian, Chinese, North Indian",400.0,Dine-out,JP Nagar
23727,Delight Food,Yes,No,2.6,174,"Andhra, Chinese, Biryani",450.0,Dine-out,JP Nagar
23728,Kafe Nook,Yes,No,3.6,35,Fast Food,300.0,Dine-out,JP Nagar
23729,The Cuboidal,Yes,No,3.6,16,"Fast Food, Beverages, Sandwich",300.0,Dine-out,JP Nagar
23731,Amaravati Grand,No,No,3.4,7,"Chinese, Andhra, Mangalorean",550.0,Dine-out,JP Nagar
23732,Tandoori Bytes,Yes,No,3.6,60,North Indian,700.0,Dine-out,JP Nagar
23733,Chai Point,Yes,No,4.0,113,"Tea, Beverages, Fast Food",250.0,Dine-out,JP Nagar
23734,Crave Bite,No,No,3.6,19,"Chinese, Italian, Fast Food, Momos",400.0,Dine-out,JP Nagar
23735,Sri Krishna Sagar,No,No,3.6,11,"South Indian, North Indian, Chinese",200.0,Dine-out,JP Nagar
23736,Bangalore Donne Biriyani,Yes,No,3.2,4,"South Indian, Biryani",300.0,Dine-out,JP Nagar
23737,Indian Kitchen Eateries-IKE,Yes,No,3.4,8,Fast Food,150.0,Dine-out,JP Nagar
23738,100C,No,No,3.7,41,"Biryani, North Indian",450.0,Dine-out,JP Nagar
23739,Ma-Arya Family Restaurant,No,No,3.1,8,"Biryani, South Indian, North Indian, Chinese, Andhra",600.0,Dine-out,JP Nagar
23740,Aha Juice Bar,No,No,3.6,13,"Beverages, Fast Food",200.0,Dine-out,JP Nagar
23743,In Time Cane Juice,Yes,No,3.5,10,"Juices, Beverages",100.0,Dine-out,JP Nagar
23746,New Students Corner,No,No,3.6,17,Fast Food,150.0,Dine-out,JP Nagar
23748,Siddique Kabab Centre,Yes,No,3.1,68,"Mughlai, Kebab, Chinese",550.0,Dine-out,JP Nagar
23749,Miss Momo,Yes,No,3.2,10,"Tibetan, Momos",250.0,Dine-out,JP Nagar
23750,RK Fresh Food,Yes,No,3.5,13,Fast Food,300.0,Dine-out,JP Nagar
23751,RCS Kitchen,Yes,No,3.3,34,Continental,500.0,Dine-out,JP Nagar
23752,Shaahi Mezbaan Restaurant,No,No,3.1,9,North Indian,350.0,Dine-out,JP Nagar
23753,Gelato Pazzo,No,No,3.8,47,Desserts,200.0,Dine-out,JP Nagar
23754,Combo King Paramount,No,No,3.1,12,"Chinese, Kerala",500.0,Dine-out,JP Nagar
23755,Biriyani Angadi,No,No,3.2,7,Biryani,200.0,Dine-out,JP Nagar
23756,The Little Kitchen,No,No,3.8,27,"Chinese, Momos",300.0,Dine-out,JP Nagar
23758,Singh Da Dhaba,No,No,3.3,5,North Indian,400.0,Dine-out,JP Nagar
23760,Desi Adda,No,No,3.3,22,"North Indian, Chinese",300.0,Dine-out,JP Nagar
23766,Kaapi Kendra,Yes,No,3.7,16,South Indian,100.0,Dine-out,JP Nagar
23767,Sri Sankara Cafe,Yes,No,3.6,26,South Indian,100.0,Dine-out,JP Nagar
23768,Donne Biryani & Kabab Corner,Yes,No,3.3,12,"Chinese, Biryani",200.0,Dine-out,JP Nagar
23769,Ramji Chaiwale,Yes,No,3.6,20,"Beverages, Fast Food",250.0,Dine-out,JP Nagar
23770,Kickin Burger,Yes,No,3.1,22,Fast Food,400.0,Dine-out,JP Nagar
23771,Sri Sapana Dhaba,Yes,No,3.4,9,North Indian,250.0,Dine-out,JP Nagar
23772,Armaani Caffe,Yes,No,3.5,12,Fast Food,250.0,Dine-out,JP Nagar
23773,Udupi Thaja Thindi,Yes,No,2.9,42,"North Indian, South Indian, Chinese, Fast Food",250.0,Dine-out,JP Nagar
23774,Mahesh Friends Food Center,Yes,No,2.9,132,"Chinese, North Indian",300.0,Dine-out,JP Nagar
23776,Snacks Bite,Yes,No,3.0,9,"Fast Food, Momos",400.0,Dine-out,JP Nagar
23777,Campus Juice Corner,No,No,3.3,6,"Fast Food, Juices",100.0,Dine-out,JP Nagar
23778,Top Foam Parantha Roll & Juice Centre,No,No,3.5,13,"North Indian, Chinese, Fast Food, Rolls",300.0,Dine-out,JP Nagar
23783,C K Bake & Juice,No,No,3.1,10,"Juices, Street Food",150.0,Dine-out,JP Nagar
23793,Foodies Club,Yes,No,3.4,5,"South Indian, Chinese, North Indian, Sandwich, Rolls",300.0,Dine-out,JP Nagar
23794,Chef Master,Yes,No,3.8,75,"Kerala, North Indian, Chinese",300.0,Dine-out,JP Nagar
23795,Shri Vinayaka Ice N Juice,Yes,No,3.7,17,"Fast Food, Beverages",200.0,Dine-out,JP Nagar
23796,Ambur Star Dum Biryani,Yes,No,3.4,17,Biryani,100.0,Dine-out,JP Nagar
23797,Anda Ka Funda,Yes,No,3.1,14,"North Indian, Chinese",300.0,Dine-out,JP Nagar
23798,Swad Plaza,Yes,No,3.4,6,"North Indian, Chinese",400.0,Dine-out,JP Nagar
23801,Tasty Bytes,Yes,No,3.1,245,"North Indian, Chinese, Momos, Rolls",300.0,Dine-out,JP Nagar
23802,The Sofraah Kebabs & Kurries - Eden Park Restaurants,No,Yes,3.8,176,"North Indian, Afghan",1350.0,Dine-out,JP Nagar
23803,New Mahesh Friends Food Corner,Yes,No,3.2,49,"North Indian, Chinese",300.0,Dine-out,JP Nagar
23804,The Denny's,No,No,3.7,93,"North Indian, Chinese",900.0,Dine-out,JP Nagar
23805,Bay Root,No,No,3.7,24,"North Indian, Arabian",400.0,Dine-out,JP Nagar
23806,Pappu Da Dhaba,Yes,No,3.0,57,"North Indian, Fast Food, Beverages, Momos",400.0,Dine-out,JP Nagar
23807,Chat Wala,No,No,3.8,29,Street Food,150.0,Dine-out,JP Nagar
23809,Upahara Darshini,Yes,No,4.0,166,"South Indian, North Indian, Chinese",400.0,Dine-out,JP Nagar
23811,People Tree Cafe,No,No,3.7,167,"Cafe, Fast Food, Beverages",400.0,Dine-out,JP Nagar
23812,Halli Rotti Manne,No,No,3.4,9,South Indian,100.0,Dine-out,JP Nagar
23813,Marunadan Kada,No,No,3.3,6,"Kerala, Tea",250.0,Dine-out,JP Nagar
23814,Mr. Singh Da Dhaba,Yes,No,3.6,241,"North Indian, Chinese",300.0,Dine-out,JP Nagar
23815,Shree Udupi Grand,Yes,No,3.8,14,"South Indian, North Indian, Chinese",600.0,Dine-out,JP Nagar
23816,Chinese House,Yes,No,2.8,19,"Chinese, Thai, Momos",300.0,Dine-out,JP Nagar
23817,Hotel Smile,Yes,No,3.1,6,"North Indian, Chinese",550.0,Dine-out,JP Nagar
23818,PHEW (Play Hard Eat Wild),Yes,Yes,3.9,488,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700.0,Dine-out,JP Nagar
23819,Amontron,Yes,No,3.9,438,Bengali,650.0,Dine-out,JP Nagar
23820,Sri Punjabi Dhaba,Yes,No,3.3,46,North Indian,400.0,Dine-out,JP Nagar
23821,Sri Lakshmi Dhaba,Yes,No,2.9,258,North Indian,250.0,Dine-out,JP Nagar
23825,Once Upon a Rooftop,No,Yes,4.3,1246,"Pizza, Italian, Chinese, Thai",1000.0,Drinks & nightlife,JP Nagar
23826,55 Wall Street,No,Yes,3.9,1779,"Finger Food, North Indian, Chinese",1300.0,Drinks & nightlife,JP Nagar
23827,The Pump House,No,No,4.3,680,"Continental, Finger Food",1500.0,Drinks & nightlife,JP Nagar
23830,Hakuna Matata,No,No,4.5,2800,"North Indian, Asian, Seafood, Chinese",1200.0,Drinks & nightlife,JP Nagar
23831,Brewsky,Yes,Yes,4.3,4321,"Continental, American",1600.0,Drinks & nightlife,JP Nagar
23832,Stories,Yes,Yes,4.2,2206,"American, Chinese, Continental, North Indian",1200.0,Drinks & nightlife,JP Nagar
23833,The Underpass Pub & Grub,No,Yes,4.0,720,"Finger Food, Continental, North Indian, Chinese",1500.0,Drinks & nightlife,JP Nagar
23834,Crumb Together,Yes,Yes,4.1,590,"Continental, Finger Food, North Indian, Chinese",1200.0,Drinks & nightlife,JP Nagar
23835,Bottle Breacher,No,Yes,4.1,1195,"Italian, Continental",1200.0,Drinks & nightlife,JP Nagar
23836,Watson's,Yes,Yes,4.0,1016,"Finger Food, Chinese, Continental",1300.0,Drinks & nightlife,JP Nagar
23837,Churchill's,Yes,Yes,4.1,1405,"North Indian, Continental",1100.0,Drinks & nightlife,JP Nagar
23838,Casa Piccosa,Yes,Yes,4.1,847,"South American, Continental, Italian",1100.0,Drinks & nightlife,JP Nagar
23839,Mockaholic Restro Beer Cafe,Yes,No,3.9,914,"North Indian, Chinese, Pizza, BBQ",1000.0,Drinks & nightlife,JP Nagar
23841,Coconut Grove,No,No,3.4,97,"South Indian, Chettinad, Kerala, Seafood",1100.0,Drinks & nightlife,JP Nagar
23842,Turquoise,No,No,2.8,56,North Indian,1200.0,Drinks & nightlife,JP Nagar
23844,Deja Vu Resto Bar,Yes,Yes,4.4,2496,"North Indian, Italian",900.0,Drinks & nightlife,JP Nagar
23845,Chavadi,Yes,Yes,4.4,2241,"Continental, North Indian, Pizza, Italian",1200.0,Drinks & nightlife,JP Nagar
23846,"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1154,"North Indian, Mediterranean, European, BBQ",1100.0,Drinks & nightlife,JP Nagar
23847,The Lounge - Eden Park Restaurants,No,Yes,3.8,151,"North Indian, Afghan",1350.0,Drinks & nightlife,JP Nagar
23848,AB's - Absolute Barbecues,No,Yes,4.6,1502,"European, Mediterranean, North Indian, BBQ",1400.0,Buffet,Kalyan Nagar
23849,Sigree Global Grill,No,Yes,4.4,1099,"North Indian, BBQ",1400.0,Buffet,Kalyan Nagar
23850,Barbeque Nation,No,Yes,4.2,1132,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Buffet,Kalyan Nagar
23851,Imperio Restaurant,Yes,Yes,4.5,1228,"North Indian, Mughlai, Biryani, South Indian, Beverages",800.0,Buffet,Kalyan Nagar
23852,Zamindar,Yes,Yes,4.4,347,"Biryani, Chinese, Mughlai, Andhra",600.0,Buffet,Kalyan Nagar
23853,The Coorg Food Co.,Yes,Yes,4.3,473,South Indian,750.0,Buffet,Kalyan Nagar
23854,Little Italy,Yes,Yes,4.2,405,"Salad, Healthy Food, Italian, Juices, Mexican, Pizza",1500.0,Buffet,Kalyan Nagar
23855,The Chef's Kitchen,Yes,No,3.8,311,"Continental, North Indian, Chinese",800.0,Buffet,Kalyan Nagar
23856,4 Seasons Restaurant,Yes,Yes,3.7,399,"North Indian, Seafood, Middle Eastern, Chinese",1000.0,Buffet,Kalyan Nagar
23857,Churrascaria Brazil,No,No,4.1,111,European,1400.0,Buffet,Kalyan Nagar
23858,Empire Restaurant,Yes,No,4.0,3128,"North Indian, Mughlai, South Indian, Chinese",750.0,Buffet,Kalyan Nagar
23859,Giselle Resto Cafe,Yes,Yes,4.1,840,"Cafe, Italian, Pizza, Beverages, Desserts",800.0,Cafes,Kalyan Nagar
23860,Truffles,No,No,4.5,1181,"Cafe, American, Burger, Steak",900.0,Cafes,Kalyan Nagar
23861,Cafe Azzure,Yes,Yes,4.2,559,"Cafe, Continental, Italian, Burger",1200.0,Cafes,Kalyan Nagar
23862,The Chocolate Heaven,Yes,No,4.1,399,"Desserts, Cafe, Italian, Beverages",700.0,Cafes,Kalyan Nagar
23863,Cafe Pink Pajamas,Yes,Yes,4.1,577,"Cafe, Italian",700.0,Cafes,Kalyan Nagar
23864,The Roastery,No,No,4.3,167,Cafe,500.0,Cafes,Kalyan Nagar
